id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
3336,Thurston Saurin,30,M,3,Marketing,Black,2.3,TRUE
3337,Sheree Trunby,58,F,4,Legal,White,3,FALSE
3338,Dela Loxly,50,F,3,Human Resources,Asian,3.3,FALSE
3339,Blinnie Berends,54,F,5,Services,Latino,1,TRUE
3340,Curr Ibbotson,51,M,2,Product Management,Latino,2.3,TRUE
3341,Constantine Airdrie,32,M,5,Research and Development,Latino,1.3,FALSE
3342,Reg Oglesbee,27,M,1,Training,Other,1.7,TRUE
3343,Barton Stooke,31,M,2,Legal,Latino,1,FALSE
3344,Corette Annakin,59,F,3,Marketing,White,3.3,TRUE
3345,Auria Aglione,32,F,4,Services,Latino,0,TRUE
3346,Tremayne Pilcher,25,M,5,Engineering,Other,2.3,TRUE
3347,Paolo Stuckley,43,M,1,Sales,Black,3.7,FALSE
3348,Dana Ducaen,49,M,5,Support,White,3.7,TRUE
3349,Mitzi Tanguy,27,F,5,Marketing,Latino,1.7,TRUE
3350,Davidde Hassin,42,M,3,Engineering,Latino,2.3,FALSE
3351,Bernardine Flannigan,30,F,5,Services,Asian,0.7,TRUE
3352,Alix Rowbotham,45,F,4,Support,Black,2,FALSE
3353,Siegfried Shireff,56,M,1,Services,White,1,TRUE
3354,Jeane Joao,32,F,1,Sales,Other,0.7,FALSE
3355,Curtice Bowdidge,54,M,4,Marketing,Black,1.7,TRUE
3356,Derrek Pifford,34,M,2,Sales,Other,0.7,TRUE
3357,Mikael Tripe,30,M,3,Accounting,Latino,1.3,TRUE
3358,Darcey Bursnall,49,F,2,Legal,Latino,4,TRUE
3359,Malvin Jerram,58,M,4,Services,Other,0,TRUE
3360,Fiorenze Ties,48,F,1,Business Development,Asian,3.7,FALSE
3361,Germaine Spieck,42,M,3,Services,Black,1.3,TRUE
3362,Alejandra Haythorn,53,F,4,Business Development,Other,4,FALSE
3363,Pearce Bowe,53,M,1,Human Resources,Asian,1.7,FALSE
3364,Wendeline Sibly,40,F,2,Engineering,White,0,TRUE
3365,Lucretia Fonso,41,F,5,Support,Asian,0,FALSE
3366,Astrix Lanchester,27,F,4,Legal,White,3,FALSE
3367,Viviyan Kundert,53,F,4,Training,Asian,2.3,FALSE
3368,Athene Merchant,27,F,3,Research and Development,White,2,FALSE
3369,Donelle Chucks,25,F,1,Engineering,Black,2,TRUE
3370,Any Oris,43,M,2,Training,Latino,3.7,FALSE
3371,Tiffy Benkin,26,F,2,Business Development,White,3.3,FALSE
3372,Genvieve Kendle,39,F,2,Training,Latino,2.3,FALSE
3373,Rickert Batting,44,M,2,Services,Latino,2.7,FALSE
3374,Agna Desaur,49,F,4,Accounting,Other,4,FALSE
3375,Verene Halwill,51,F,1,Support,Other,3,TRUE
3376,Sophronia Casewell,57,F,4,Engineering,White,2.7,TRUE
3377,Sarajane Basilone,34,F,5,Support,Other,2,TRUE
3378,Norah Bruhke,45,F,4,Services,Black,2.7,TRUE
3379,Doreen Crosson,47,F,2,Business Development,Latino,2,FALSE
3380,Gamaliel Tenwick,52,M,2,Accounting,Asian,3.7,TRUE
3381,Bibbie Dupoy,32,F,2,Sales,Other,3.7,TRUE
3382,Corliss Bohey,41,F,2,Product Management,Black,3.7,FALSE
3383,Lizzy Giotto,44,F,5,Product Management,Other,1,FALSE
3384,Duane Roselli,51,M,3,Accounting,Asian,0.7,FALSE
3385,Rawley Antoons,42,M,1,Marketing,Asian,1.7,TRUE
3386,Nichol Vernon,44,F,1,Services,Black,1,TRUE
3387,Yancy Sandeson,36,M,1,Product Management,Latino,4,TRUE
3388,Shandeigh Charle,54,F,4,Sales,Asian,4,FALSE
3389,Betsey O'Doherty,34,F,2,Sales,White,3.7,FALSE
3390,Con Wackett,57,M,3,Marketing,Other,2,FALSE
3391,Dale Edmed,23,F,3,Engineering,Other,3.3,TRUE
3392,June Buie,38,F,1,Research and Development,White,3.3,TRUE
3393,Andonis Stuchberry,26,M,5,Engineering,White,3.3,TRUE
3394,Brett Ruffli,30,M,2,Sales,White,4,TRUE
3395,Cris Habbin,27,F,3,Training,Asian,1.7,TRUE
3396,Tobias Teaz,27,M,3,Support,Latino,2.3,FALSE
3397,Bordie Eddow,48,M,5,Services,Other,2.3,FALSE
3398,Gene Nurdin,21,F,4,Research and Development,White,1.3,TRUE
3399,Elyn Renzullo,38,F,3,Engineering,Asian,1.7,FALSE
3400,Valerye Bompass,49,F,4,Support,Other,0,TRUE
3401,Angel Stickles,27,M,1,Legal,Asian,0,TRUE
3402,Francesca Clow,50,F,3,Sales,Black,0.7,FALSE
3403,Fern Maltster,35,F,1,Services,Asian,1.3,FALSE
3404,Lin Rathbone,26,M,3,Training,Latino,0.7,FALSE
3405,Olenolin O'Daly,29,M,3,Sales,Black,2.3,TRUE
3406,Harlene Mullins,36,F,3,Business Development,White,3,FALSE
3407,Rhona Tirkin,33,F,2,Marketing,Latino,3,FALSE
3408,Tandi Ablott,37,F,5,Legal,White,2,TRUE
3409,Jessie Erdely,52,M,5,Support,Other,1.7,TRUE
3410,Thacher Cough,44,M,4,Accounting,Other,4,FALSE
3411,Rutherford Nellis,36,M,5,Accounting,Latino,4,TRUE
3412,Aguie Welton,56,M,4,Training,Asian,2,TRUE
3413,Mathian Pavy,51,M,5,Support,Black,2.3,FALSE
3414,Raul Rohan,35,M,5,Accounting,Asian,3,TRUE
3415,Wilie Mulcock,26,F,4,Support,Latino,1.3,TRUE
3416,Jewel MacVaugh,47,F,3,Marketing,Other,2.3,TRUE
3417,Chip Cavy,44,M,4,Legal,Asian,0.7,TRUE
3418,Collen Stooke,27,F,1,Human Resources,Latino,0.7,TRUE
3419,Eileen Bownass,41,F,3,Training,Other,2.7,FALSE
3420,Jacquenette Scrymgeour,32,F,3,Business Development,Asian,2,TRUE
3421,Patin Pamplin,49,M,1,Accounting,Latino,3.3,TRUE
3422,Fairleigh Lourens,38,M,1,Product Management,White,3.7,FALSE
3423,Thornton Hiddy,30,M,3,Support,Black,2.3,FALSE
3424,Shaun Harniman,49,M,1,Product Management,Latino,0.7,TRUE
3425,Leonie Strowlger,27,F,3,Human Resources,Asian,3,FALSE
3426,Burch Trayling,33,M,3,Marketing,Asian,1.7,TRUE
3427,Myron Lambourne,56,M,3,Product Management,Latino,2,TRUE
3428,Gustave Newcome,37,M,5,Research and Development,Asian,2,TRUE
3429,Querida Starten,29,F,5,Services,Latino,4,FALSE
3430,Corenda Hilliam,40,F,4,Research and Development,Other,2,FALSE
3431,Brande Riddett,27,F,5,Engineering,Latino,3.3,FALSE
3432,Carlene Ferenc,34,F,4,Marketing,Black,0,TRUE
3433,Jennica Farnish,43,F,1,Research and Development,White,3.3,FALSE
3434,Sheena Ishak,56,F,3,Services,Other,1.3,FALSE
3435,Orton Collumbell,29,M,4,Legal,Other,1.7,FALSE
3436,Jeanelle Tenman,36,F,1,Sales,Latino,2.7,TRUE
3437,Trevor Maplethorpe,54,M,5,Business Development,Other,4,FALSE
3438,Merwyn Egglestone,28,M,2,Product Management,Black,3.3,TRUE
3439,Bonita Dyneley,38,F,1,Support,Black,2,TRUE
3440,Griffith Greeson,60,M,4,Human Resources,Other,1,FALSE
3441,Stuart Weld,48,M,5,Legal,Other,0,TRUE
3442,Mendy Dalwood,45,M,3,Training,Latino,4,FALSE
3443,Starlene Ludlom,24,F,5,Services,Asian,2.7,FALSE
3444,Crista Van Dale,25,F,2,Marketing,Black,1.7,TRUE
3445,Grange Geerdts,53,M,5,Training,Other,1.3,FALSE
3446,Bevan Anker,24,M,2,Engineering,Asian,1.3,TRUE
3447,Carmina Hein,44,F,5,Product Management,Other,1,FALSE
3448,Fan Gillogley,23,F,4,Accounting,Asian,2,TRUE
3449,Judie Lesslie,59,F,3,Marketing,White,0,FALSE
3450,Jesselyn Bellam,34,F,4,Engineering,Black,1.7,FALSE
3451,Avigdor Wibberley,27,M,1,Training,Other,3.7,TRUE
3452,Lance Blazynski,39,M,4,Marketing,White,3,FALSE
3453,Tucker Adshede,60,M,3,Research and Development,White,0.7,FALSE
3454,Thurston Dedenham,57,M,2,Research and Development,Asian,1.3,FALSE
3455,Duke Pudden,46,M,3,Sales,Latino,2.7,TRUE
3456,Mercy Kippin,22,F,1,Business Development,Black,0.7,TRUE
3457,Thadeus Hounihan,32,M,3,Product Management,Other,2.7,FALSE
3458,Susan O'Loughane,50,F,5,Research and Development,Latino,0,FALSE
3459,Glen Kirtley,45,F,1,Legal,Other,2,TRUE
3460,Rodrick Lamy,48,M,5,Training,Other,0.7,TRUE
3461,Demetrius Sherred,59,M,2,Product Management,White,3.7,FALSE
3462,Wildon Scallon,36,M,2,Research and Development,Other,2.3,FALSE
3463,Harlin Thal,52,M,5,Human Resources,Asian,3,FALSE
3464,Lark Bazley,27,F,1,Product Management,Asian,2,TRUE
3465,Loreen Athey,46,F,4,Sales,Latino,0,TRUE
3466,Mirelle Jeans,49,F,5,Research and Development,White,2.3,FALSE
3467,Tiertza Humphrys,48,F,2,Legal,Latino,4,TRUE
3468,Con Armytage,38,M,4,Accounting,Latino,4,TRUE
3469,Godart Clair,27,M,2,Sales,Black,4,TRUE
3470,Courtney Dewsbury,27,F,5,Accounting,White,1.7,FALSE
3471,Leeann Wagstaffe,53,F,4,Legal,Latino,2.7,TRUE
3472,Arabelle Bartolijn,42,F,4,Human Resources,Other,1.3,FALSE
3473,Delila Clorley,32,F,3,Research and Development,White,3,FALSE
3474,Christel Chittock,55,F,1,Support,Latino,3.7,TRUE
3475,Athene Hasling,40,F,2,Legal,White,1,TRUE
3476,Hamlin Howat,21,M,5,Services,Other,3.3,FALSE
3477,Nerte Brusin,31,F,1,Legal,Asian,1.7,TRUE
3478,Bren Pedrazzi,33,F,1,Accounting,Latino,3.3,FALSE
3479,Fanni Pagram,31,F,1,Marketing,Black,0.7,TRUE
3480,Julietta Ousley,21,F,4,Marketing,Other,0.7,TRUE
3481,Abbe Cotta,37,M,4,Business Development,Other,3,FALSE
3482,Luisa Caulcott,31,F,3,Services,Asian,3.7,FALSE
3483,Gonzales Robard,40,M,3,Training,White,1.3,FALSE
3484,Justen Klemz,27,M,4,Support,Asian,0.7,FALSE
3485,Fair Thatcher,50,M,5,Accounting,Latino,0.7,TRUE
3486,Beauregard Hendricks,31,M,5,Engineering,Asian,0.7,FALSE
3487,Halimeda Broadbear,31,F,2,Product Management,Asian,3.7,FALSE
3488,Georgia Abley,60,F,3,Business Development,White,4,FALSE
3489,Tybalt Tremellan,21,M,4,Accounting,Other,1.7,FALSE
3490,Seumas Robertshaw,52,M,4,Services,White,4,TRUE
3491,Harry Stidever,51,,2,Business Development,Black,2,FALSE
3492,De Delgaty,52,F,1,Support,Asian,1.7,TRUE
3493,Bentley Vedyaev,40,,2,Engineering,Other,1.3,TRUE
3494,Elana Albany,50,F,3,Sales,Black,1.3,FALSE
3495,Catina Pickering,53,F,5,Sales,Other,3,TRUE
3496,Hannie Horwell,32,F,5,Product Management,Latino,0.7,FALSE
3497,Danette LLelweln,59,F,5,Services,White,1.7,TRUE
3498,Elna Gidman,46,F,5,Research and Development,Latino,0.7,FALSE
3499,Ad Sywell,35,M,3,Engineering,Asian,1,FALSE
3500,Gaston Stainbridge,37,M,3,Engineering,Latino,1.7,TRUE
3501,Mirabel Dunham,58,F,5,Engineering,Black,1.3,FALSE
3502,Clarette Krzyzanowski,29,F,2,Product Management,Latino,2.3,FALSE
3503,Ginger Askie,39,,4,Product Management,White,1.3,TRUE
3504,Klement Gundrey,30,M,1,Marketing,White,0,FALSE
3505,Lurette Sweeny,57,F,3,Human Resources,Asian,1,FALSE
3506,Susanna Fadian,53,F,3,Sales,Asian,4,FALSE
3507,Colman Crooks,56,M,4,Services,Latino,0.7,TRUE
3508,Sawyer Dakers,34,M,3,Sales,White,4,TRUE
3509,Marthe Scorah,58,F,1,Business Development,Black,3,TRUE
3510,Michaella Abell,27,F,2,Business Development,Asian,4,TRUE
3511,Paolo McMeyler,46,M,1,Accounting,Other,2.7,TRUE
3512,Christopher Tabourin,45,M,4,Human Resources,White,2.3,TRUE
3513,Bernelle Duffit,40,F,3,Support,Latino,2.7,TRUE
3514,Domenic Gaskill,28,,4,Sales,White,2.3,FALSE
3515,Dan Ranshaw,39,M,4,Sales,Asian,0,FALSE
3516,Nanette Maunton,52,F,3,Research and Development,Latino,1.7,TRUE
3517,Hilary Saller,48,M,4,Research and Development,Other,2.7,FALSE
3518,Kaycee Stening,53,F,1,Product Management,Black,2.3,TRUE
3519,Holt Braun,27,M,5,Services,Latino,3.7,TRUE
3520,Veronika Whitwham,34,F,2,Training,Latino,0.7,TRUE
3521,Cori Depport,27,M,2,Training,Other,3,TRUE
3522,Alexandro Quadrio,21,M,5,Human Resources,Black,2,FALSE
3523,Logan Whittam,57,M,5,Services,Black,2,FALSE
3524,Danica Schaffler,57,F,1,Engineering,Other,0,FALSE
3525,Netta Davidman,42,F,1,Support,Black,2,TRUE
3526,Opal Soars,27,F,1,Research and Development,Other,2.7,FALSE
3527,Kleon Blackwell,54,M,3,Human Resources,Latino,4,FALSE
3528,Katey McGraffin,47,F,4,Product Management,Latino,1.7,FALSE
3529,Zackariah Ferrarone,36,M,5,Legal,Black,0,TRUE
3530,Madelyn MacKay,39,F,1,Legal,White,1,TRUE
3531,Emmit Mansbridge,31,M,5,Services,Black,1,TRUE
3532,Jyoti Gartery,29,F,5,Accounting,Asian,2.7,FALSE
3533,Crosby Fidelus,30,M,2,Engineering,Black,1.7,FALSE
3534,Antonin Racine,24,M,5,Sales,Asian,3.7,TRUE
3535,Hermine Sant,58,F,3,Business Development,Latino,0.7,TRUE
3536,Teodoor Shilton,34,M,2,Engineering,Asian,2.7,FALSE
3537,Coralyn Nelissen,50,F,3,Human Resources,Other,1.7,TRUE
3538,Rahal Stainson,60,F,1,Services,Other,3,FALSE
3539,Winona Lomond,37,F,4,Support,White,2.3,TRUE
3540,Adoree Noni,31,F,4,Services,Asian,1,TRUE
3541,Gabbie Ortes,40,M,4,Training,White,2,FALSE
3542,Ruby Steward,22,F,2,Engineering,White,2,FALSE
3543,Gerard Howden,52,M,4,Research and Development,Black,3.7,TRUE
3544,Callean Doerffer,58,M,4,Human Resources,Black,1.3,TRUE
3545,Gill Carletto,48,,1,Accounting,Other,1,FALSE
3546,Sibella Puddifer,32,X,1,Services,Latino,2,TRUE
3547,Keefer Simmig,59,M,3,Engineering,White,1.7,TRUE
3548,Rem Jamary,53,M,2,Business Development,Asian,0,TRUE
3549,Carly Cable,49,M,3,Product Management,Latino,1,TRUE
3550,Juan Omrod,23,M,2,Engineering,Asian,1.7,FALSE
3551,Sophie Harbour,54,F,2,Accounting,Black,0,TRUE
3552,Gothart Buckle,34,X,3,Human Resources,Black,2,TRUE
3553,Josepha Mainstone,50,X,4,Training,Other,2.3,TRUE
3554,Buck Lamplugh,32,M,4,Research and Development,Asian,4,TRUE
3555,Richie Jacquest,50,M,3,Product Management,Latino,2,TRUE
3556,Irvine Pennycuick,28,M,5,Research and Development,White,1.7,FALSE
3557,Rosette Corpes,34,F,4,Engineering,Latino,2.7,TRUE
3558,Chelsie Coatman,33,F,3,Research and Development,White,0,FALSE
3559,Tara Pietruszka,30,F,4,Services,White,1.3,FALSE
3560,Diane-marie Caddy,56,F,4,Accounting,Black,2.3,TRUE
3561,Andy McLice,49,M,3,Business Development,Latino,3.3,FALSE
3562,Silvano Chesshyre,43,M,5,Business Development,Latino,0.7,FALSE
3563,Joceline Gianni,30,F,3,Services,Latino,1.3,FALSE
3564,Huntington Jiles,27,M,4,Sales,Asian,4,TRUE
3565,Jaymee Crickett,25,F,1,Engineering,Asian,3.7,TRUE
3566,Siffre Millership,28,M,1,Training,White,3.3,TRUE
3567,Hyacinthie Sinnott,38,F,5,Services,White,2.3,FALSE
3568,Whitby Seabridge,27,M,4,Services,Black,2.7,FALSE
3569,Paton Pitkeathley,37,M,3,Services,Latino,0,FALSE
3570,Waverley MacCawley,57,M,5,Accounting,White,1.3,TRUE
3571,Boycie Copin,59,M,1,Human Resources,Other,3.3,TRUE
3572,Tanya Shillum,37,F,4,Research and Development,Latino,3.7,FALSE
3573,Crissy Norres,47,F,4,Support,Other,0,FALSE
3574,Morty Werlock,57,,2,Product Management,White,3.3,TRUE
3575,Markos Jekel,33,,2,Product Management,Asian,2.3,FALSE
3576,Wye Jirek,38,M,5,Product Management,White,3.7,FALSE
3577,Porter Candlin,36,M,1,Marketing,Asian,2.7,TRUE
3578,Leesa Fruser,36,F,3,Services,White,4,TRUE
3579,Carly Solomonides,49,F,5,Legal,Latino,1.3,TRUE
3580,Alonzo Mattei,32,M,3,Research and Development,White,3.3,TRUE
3581,Wayland Walasik,51,M,4,Legal,Black,1.3,TRUE
3582,Filmore Scathard,33,M,4,Legal,Black,3,FALSE
3583,Giselbert Heathwood,36,M,2,Engineering,White,1.3,FALSE
3584,Rupert Dearle-Palser,24,M,3,Accounting,Other,0,TRUE
3585,Johanna Donan,58,F,5,Accounting,Other,1,TRUE
3586,Ty Izacenko,41,M,1,Marketing,Black,2.3,FALSE
3587,Stern Lamy,54,M,3,Accounting,Asian,2.3,TRUE
3588,Rebeca Casassa,60,F,1,Human Resources,White,2.7,TRUE
3589,Freida Challicum,21,F,2,Human Resources,Asian,1,TRUE
3590,Magdalena Ellicott,48,F,5,Business Development,Latino,3,TRUE
3591,Georgi Dunstan,37,M,3,Legal,Asian,1.3,TRUE
3592,Corinne Debill,21,F,3,Research and Development,Latino,2,FALSE
3593,Honoria Swinerd,32,F,4,Human Resources,Other,0,FALSE
3594,Duane Selway,55,M,3,Business Development,Latino,1,FALSE
3595,Nickola Brinson,32,M,2,Research and Development,Asian,0.7,TRUE
3596,Basilius Grigoliis,55,M,3,Business Development,Other,1.7,TRUE
3597,Felicity Waszkiewicz,60,F,3,Support,Black,3,TRUE
3598,Libbie Fisby,33,F,2,Marketing,Black,3.7,TRUE
3599,Bernardina Erbe,35,F,2,Research and Development,White,2,FALSE
3600,Rem Patriskson,32,M,4,Services,Latino,2.7,FALSE
3601,Jacki Glede,24,F,5,Research and Development,Asian,1.7,TRUE
3602,Dorene Rosengart,31,F,3,Training,White,2.3,TRUE
3603,Alasteir Minerdo,50,M,3,Product Management,Latino,3,FALSE
3604,Cheston Pottell,45,M,4,Business Development,White,0.7,FALSE
3605,Ansell Saker,39,M,2,Research and Development,Asian,4,FALSE
3606,Emelina Bucklee,36,F,4,Accounting,Other,4,FALSE
3607,Todd Kimmins,24,M,2,Services,Asian,2.7,TRUE
3608,Karalynn Menaul,38,F,3,Product Management,Black,2.3,FALSE
3609,Simeon Bilney,30,M,2,Human Resources,Black,4,TRUE
3610,Isaak Abad,21,M,3,Human Resources,Asian,2,FALSE
3611,Jenn Bean,45,F,4,Accounting,Asian,0.7,TRUE
3612,Clerkclaude Valder,32,M,1,Product Management,Latino,2,TRUE
3613,Rafaela Ligertwood,34,F,4,Human Resources,White,2.3,FALSE
3614,Hans Laybourne,53,M,2,Accounting,Other,0,TRUE
3615,Bobbie Lowmass,25,F,2,Support,White,0,FALSE
3616,Bryon Firidolfi,43,M,2,Engineering,Latino,0.7,FALSE
3617,Debi MacKinnon,52,F,4,Research and Development,Asian,2,FALSE
3618,Glenden Cottrell,24,M,4,Business Development,Latino,0,TRUE
3619,Richart Davidovsky,34,M,1,Marketing,Asian,2.3,FALSE
3620,Mureil Prinnett,55,,2,Accounting,Black,0.7,FALSE
3621,Levi Digance,42,M,5,Human Resources,Latino,0.7,TRUE
3622,Konstantine Stallybrass,59,M,3,Services,Other,0,FALSE
3623,Avery Elsey,27,M,2,Research and Development,Black,1,FALSE
3624,Gustav Taffurelli,58,M,5,Business Development,White,1,FALSE
3625,Ashleigh Prestidge,51,F,3,Marketing,White,2.7,TRUE
3626,Marcel Petherick,27,M,3,Human Resources,Black,1,FALSE
3627,Clywd Padgham,46,M,3,Human Resources,Other,1.3,TRUE
3628,Elfie Greenway,22,F,4,Engineering,Black,0.7,FALSE
3629,Dolf Kornilov,30,M,2,Services,White,3.7,FALSE
3630,Judi Josilevich,58,F,2,Research and Development,Other,1.7,FALSE
3631,Wendel Whatford,46,M,3,Research and Development,Other,0,FALSE
3632,Ignaz Balmforth,36,M,2,Product Management,Other,3.3,TRUE
3633,Raymund Dome,24,M,3,Engineering,Other,1.3,TRUE
3634,Linus Leathem,42,M,1,Accounting,White,3.3,TRUE
3635,Nataline Ubank,53,F,1,Business Development,Latino,3,TRUE
3636,Dona Ciabatteri,55,F,1,Marketing,Latino,4,TRUE
3637,Rica Nannoni,59,F,2,Product Management,Other,2.3,TRUE
3638,Steffen De Ambrosi,35,M,2,Training,Latino,0.7,FALSE
3639,Dillon Paddington,31,M,3,Business Development,Latino,1,FALSE
3640,Alyss Skechley,54,F,5,Research and Development,Other,4,TRUE
3641,Mattie Ruslinge,53,M,5,Marketing,Latino,1,FALSE
3642,Mattias Bromell,47,M,3,Legal,Asian,3.3,TRUE
3643,Mignonne Elsop,22,F,2,Sales,Asian,2.3,FALSE
3644,Tiffie Brewis,21,F,5,Human Resources,Asian,1.3,FALSE
3645,Tobe Penvarne,31,F,2,Business Development,Black,3.3,FALSE
3646,Regan Bendin,56,F,1,Human Resources,Other,3.3,TRUE
3647,Levy Readman,54,M,5,Human Resources,Latino,0.7,FALSE
3648,Jessee Lingner,53,M,5,Support,Black,2,FALSE
3649,Lanae Maitland,33,F,5,Human Resources,Latino,4,FALSE
3650,Hedy Best,53,F,1,Business Development,Asian,4,FALSE
3651,Jarrett Calafate,35,M,4,Marketing,Other,4,TRUE
3652,Thane Skyme,28,M,1,Research and Development,Latino,2.3,FALSE
3653,Brandi Grinaugh,45,F,4,Research and Development,Latino,1,FALSE
3654,Susie Rudiger,55,F,5,Engineering,Asian,3.7,TRUE
3655,Ingra Brithman,59,M,1,Sales,White,2.7,TRUE
3656,Tatum Mix,54,F,5,Human Resources,Asian,0,TRUE
3657,Torre Westmore,54,M,5,Services,Latino,2.3,TRUE
3658,Yancey Hannay,33,M,5,Legal,White,2.7,TRUE
3659,Adolpho Pauls,40,M,2,Engineering,Asian,0.7,FALSE
3660,Benny Morrant,21,M,1,Marketing,Latino,3.7,FALSE
3661,Ron Oakwood,35,M,2,Product Management,Black,4,FALSE
3662,Elwood Askie,48,M,3,Legal,Black,3.3,TRUE
3663,Meredeth Wickstead,43,M,1,Engineering,White,1.7,TRUE
3664,Natale Durek,50,M,5,Marketing,Black,2,FALSE
3665,Randal Bettanay,37,M,2,Training,Latino,2,FALSE
3666,Domenico Covotto,31,M,1,Accounting,White,2.7,TRUE
3667,Mathew Freezer,35,M,4,Training,White,3.3,TRUE
3668,Roz McMoyer,26,F,5,Research and Development,Other,1.7,FALSE
3669,Hestia Bedinn,49,F,3,Training,White,1,FALSE
3670,Silvia Sprionghall,57,F,4,Support,White,0.7,TRUE
3671,Ray Jobbings,39,F,4,Training,Black,1.3,TRUE
3672,Minette Bezzant,38,F,5,Services,White,3.7,TRUE
3673,Sidnee Simcoe,33,M,2,Legal,Latino,1.3,FALSE
3674,Robers Fealy,41,M,4,Business Development,Latino,1.7,TRUE
3675,Rowan Wanderschek,31,M,1,Engineering,Black,1,FALSE
3676,Lavinie Andrez,53,F,5,Accounting,Asian,2,TRUE
3677,Lawton Moisey,42,M,1,Sales,Asian,4,TRUE
3678,Dari Telford,44,F,2,Services,Asian,1.7,TRUE
3679,Shirleen Rearden,34,F,5,Marketing,Other,0.7,TRUE
3680,Teodoor Osgarby,51,M,4,Sales,Black,4,FALSE
3681,Nesta Ruegg,21,F,3,Marketing,White,2.3,TRUE
3682,Stephanie Duke,30,F,3,Accounting,Other,2.7,FALSE
3683,Shelden Rowson,48,M,1,Engineering,Latino,3.3,TRUE
3684,Jordan Oldaker,49,M,5,Marketing,White,4,FALSE
3685,Skye Mandre,46,M,4,Services,Black,3.7,FALSE
3686,Skye Digle,45,M,2,Training,Asian,1.7,TRUE
3687,Bay Deetlof,27,M,5,Training,Latino,4,FALSE
3688,Charmain Cordova,51,F,5,Services,Black,3,FALSE
3689,Izabel Daenen,53,F,4,Services,Black,1,FALSE
3690,Fin Stebbings,38,M,5,Legal,Other,1.7,TRUE
3691,Ethelda Langmaid,58,F,5,Sales,Asian,2.3,TRUE
3692,Kym Dran,31,F,4,Research and Development,Other,0,TRUE
3693,Gustie Sogg,28,F,5,Support,Black,2.3,TRUE
3694,Christal Miche,31,F,2,Human Resources,Other,4,FALSE
3695,Alec Pencot,48,M,2,Engineering,White,1.3,TRUE
3696,Olivie Durie,60,F,1,Business Development,Asian,1.7,TRUE
3697,Klarrisa Earwaker,34,F,1,Engineering,Black,2.3,TRUE
3698,Sigismondo McDonald,24,M,2,Research and Development,Other,3.3,TRUE
3699,Spense Ortmann,28,M,3,Support,Latino,3.3,TRUE
3700,Gayla Halgarth,52,F,2,Engineering,White,3.7,TRUE
3701,Jannelle Lowton,46,F,2,Support,Asian,3.3,TRUE
3702,Ashbey Troughton,56,M,3,Product Management,Black,2.7,FALSE
3703,Ingar Galletly,47,M,1,Services,Black,2.3,FALSE
3704,Devin Slocket,25,M,2,Marketing,Latino,0.7,FALSE
3705,Clifford Milley,49,M,3,Services,Latino,4,FALSE
3706,Langston McIlenna,25,M,1,Business Development,Latino,3.7,TRUE
3707,Helaine Trenholme,43,F,1,Engineering,Asian,2.7,FALSE
3708,Harmonia Garlee,50,F,4,Business Development,Latino,3.7,TRUE
3709,Una Message,38,F,4,Engineering,White,3.3,FALSE
3710,Egan Sturm,42,M,5,Support,White,3.3,FALSE
3711,Chandler Benfell,29,M,3,Marketing,White,1.7,TRUE
3712,Sibel Vaney,49,F,5,Engineering,White,3.7,FALSE
3713,Randene Syde,48,F,3,Accounting,Asian,3,FALSE
3714,Editha Robinett,24,F,5,Human Resources,White,0,TRUE
3715,Gretta Arch,29,F,5,Business Development,Other,0,FALSE
3716,Rahal Burley,54,F,4,Marketing,Black,1.7,TRUE
3717,Mychal Mackstead,47,M,2,Accounting,Black,2,FALSE
3718,Enrichetta Valenta,44,F,4,Legal,Latino,4,TRUE
3719,Alana Platts,40,F,2,Services,White,3.3,FALSE
3720,Niki Adicot,60,F,3,Human Resources,White,0,TRUE
3721,Siward Corteis,52,M,4,Human Resources,Other,1.3,TRUE
3722,Laureen Jahns,40,,4,Business Development,Black,3.3,FALSE
3723,Sarajane Everett,21,F,2,Business Development,Latino,1.3,TRUE
3724,Haily O'Cullen,56,M,2,Engineering,Latino,2.3,FALSE
3725,Leo Dipple,29,M,4,Accounting,Other,0.7,TRUE
3726,Nev Brett,21,M,1,Sales,Black,1.3,TRUE
3727,Nikkie Iskowicz,37,F,1,Services,Latino,1,TRUE
3728,Ingaborg Morrott,52,F,1,Services,Latino,0,FALSE
3729,Alfy Bodham,26,X,3,Research and Development,Latino,3.3,TRUE
3730,Mendie Otton,47,M,4,Legal,White,1.7,FALSE
3731,Miguel Comiskey,29,M,1,Training,White,2.7,TRUE
3732,Ally Duffill,27,F,5,Sales,Other,1,TRUE
